Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2019-02-21,LAK,Nashville Predators,L,1,2,LAL,Houston Rockets,W,111,106
2019-02-23,LAK,Florida Panthers,L,1,6,LAL,New Orleans Pelicans,L,115,128
2019-02-25,LAK,Tampa Bay Lightning,L,3,4,LAL,Memphis Grizzlies,L,105,110
2019-03-02,LAK,Chicago Blackhawks,W,6,3,LAL,Phoenix Suns,L,109,118
2019-03-09,LAK,Arizona Coyotes,L,2,4,LAL,Boston Celtics,L,107,120
2019-03-14,LAK,Nashville Predators,L,1,3,LAL,Toronto Raptors,L,98,111
2019-03-26,LAK,Edmonton Oilers,L,4,8,LAL,Washington Wizards,W,124,106
2019-04-02,LAK,Arizona Coyotes,W,3,1,LAL,Oklahoma City Thunder,L,103,119
2019-04-05,LAK,Anaheim Ducks,L,2,5,LAL,Los Angeles Clippers,W,122,117
2019-10-22,LAK,Winnipeg Jets,W,3,2,LAL,Los Angeles Clippers,L,102,112
2019-10-27,LAK,Chicago Blackhawks,L,1,5,LAL,Charlotte Hornets,W,120,101
2019-11-05,LAK,Toronto Maple Leafs,L,1,3,LAL,Chicago Bulls,W,118,112
2019-11-12,LAK,Minnesota Wild,W,3,1,LAL,Phoenix Suns,W,123,115
2019-11-23,LAK,Arizona Coyotes,L,2,3,LAL,Memphis Grizzlies,W,109,108
2019-11-25,LAK,San Jose Sharks,L,3,4,LAL,San Antonio Spurs,W,114,104
2019-11-27,LAK,New York Islanders,W,4,1,LAL,New Orleans Pelicans,W,114,110
2019-11-29,LAK,San Jose Sharks,L,1,4,LAL,Washington Wizards,W,125,103
2019-12-04,LAK,Washington Capitals,L,1,3,LAL,Utah Jazz,W,121,96
2019-12-06,LAK,Edmonton Oilers,L,1,2,LAL,Portland Trail Blazers,W,136,113
2019-12-15,LAK,Detroit Red Wings,W,4,2,LAL,Atlanta Hawks,W,101,96
2019-12-17,LAK,Boston Bruins,W,4,3,LAL,Indiana Pacers,L,102,105
2019-12-19,LAK,Columbus Blue Jackets,L,2,3,LAL,Milwaukee Bucks,L,104,111
2019-12-28,LAK,Vancouver Canucks,L,2,3,LAL,Portland Trail Blazers,W,128,120
2020-01-11,LAK,Carolina Hurricanes,L,0,2,LAL,Oklahoma City Thunder,W,125,110
2020-01-18,LAK,Philadelphia Flyers,L,1,4,LAL,Houston Rockets,W,124,115
2020-02-01,LAK,Anaheim Ducks,L,1,3,LAL,Sacramento Kings,W,129,113
2020-02-04,LAK,Washington Capitals,L,2,4,LAL,San Antonio Spurs,W,129,102
2020-02-06,LAK,New York Islanders,L,3,5,LAL,Houston Rockets,L,111,121
2020-02-08,LAK,New Jersey Devils,L,0,3,LAL,Golden State Warriors,W,125,120
2020-02-12,LAK,Calgary Flames,W,5,3,LAL,Denver Nuggets,W,120,116
2020-02-23,LAK,Edmonton Oilers,L,2,4,LAL,Boston Celtics,W,114,112
2020-02-29,LAK,New Jersey Devils,W,2,1,LAL,Memphis Grizzlies,L,88,105
2020-03-01,LAK,Vegas Golden Knights,W,4,1,LAL,New Orleans Pelicans,W,122,114
2021-01-21,LAK,Colorado Avalanche,W,4,2,LAL,Milwaukee Bucks,W,113,106
2021-01-23,LAK,St. Louis Blues,L,2,4,LAL,Chicago Bulls,W,101,90
2021-01-28,LAK,Minnesota Wild,L,3,5,LAL,Detroit Pistons,L,92,107
2021-02-16,LAK,Minnesota Wild,W,4,0,LAL,Minnesota Timberwolves,W,112,104
2021-02-18,LAK,Arizona Coyotes,W,3,2,LAL,Brooklyn Nets,L,98,109
2021-02-20,LAK,Arizona Coyotes,W,4,2,LAL,Miami Heat,L,94,96
2021-02-22,LAK,St. Louis Blues,W,3,0,LAL,Washington Wizards,L,124,127
2021-02-24,LAK,St. Louis Blues,W,2,1,LAL,Utah Jazz,L,89,114
2021-02-26,LAK,Minnesota Wild,L,1,3,LAL,Portland Trail Blazers,W,102,93
2021-03-03,LAK,Arizona Coyotes,L,2,3,LAL,Sacramento Kings,L,120,123
2021-03-12,LAK,Colorado Avalanche,L,0,2,LAL,Indiana Pacers,W,105,100
2021-03-21,LAK,Vegas Golden Knights,W,3,1,LAL,Phoenix Suns,L,94,111
2021-03-31,LAK,Vegas Golden Knights,W,4,2,LAL,Milwaukee Bucks,L,97,112
2021-04-02,LAK,San Jose Sharks,L,0,3,LAL,Sacramento Kings,W,115,94
2021-04-10,LAK,San Jose Sharks,W,4,2,LAL,Brooklyn Nets,W,126,101
2021-04-12,LAK,Vegas Golden Knights,L,2,4,LAL,New York Knicks,L,96,111
2021-04-24,LAK,Arizona Coyotes,L,0,4,LAL,Dallas Mavericks,L,93,108
2021-04-26,LAK,Anaheim Ducks,W,4,1,LAL,Orlando Magic,W,114,103
2021-04-28,LAK,Anaheim Ducks,L,2,3,LAL,Washington Wizards,L,107,116
2021-04-30,LAK,Anaheim Ducks,W,2,1,LAL,Sacramento Kings,L,106,110
