Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2019-12-02,CHI,St. Louis Blues,L,0,4,CHI,Sacramento Kings,W,113,106
2019-12-06,CHI,New Jersey Devils,W,2,1,CHI,Golden State Warriors,L,98,100
2019-12-08,CHI,Arizona Coyotes,L,3,4,CHI,Miami Heat,L,105,110
2019-12-14,CHI,St. Louis Blues,L,3,4,CHI,Los Angeles Clippers,W,109,106
2019-12-18,CHI,Colorado Avalanche,L,1,4,CHI,Washington Wizards,W,110,109
2019-12-21,CHI,Colorado Avalanche,W,5,3,CHI,Detroit Pistons,W,119,107
2019-12-23,CHI,New Jersey Devils,L,1,7,CHI,Orlando Magic,L,95,103
2020-01-02,CHI,Vancouver Canucks,L,5,7,CHI,Utah Jazz,L,98,102
2020-01-11,CHI,Anaheim Ducks,W,4,2,CHI,Detroit Pistons,W,108,99
2020-01-15,CHI,Montreal Canadiens,W,4,1,CHI,Washington Wizards,W,115,106
2020-01-18,CHI,Toronto Maple Leafs,W,6,2,CHI,Cleveland Cavaliers,W,118,116
2020-02-09,CHI,Winnipeg Jets,L,2,5,CHI,Philadelphia 76ers,L,111,118
2020-02-11,CHI,Edmonton Oilers,L,3,5,CHI,Washington Wizards,L,114,126
2020-02-23,CHI,Dallas Stars,L,1,2,CHI,Washington Wizards,W,126,117
2020-02-25,CHI,St. Louis Blues,L,5,6,CHI,Oklahoma City Thunder,L,122,124
2020-02-29,CHI,Florida Panthers,W,3,2,CHI,New York Knicks,L,115,125
2020-03-06,CHI,Detroit Red Wings,L,1,2,CHI,Indiana Pacers,L,102,108
2020-03-08,CHI,St. Louis Blues,L,0,2,CHI,Brooklyn Nets,L,107,110
2021-01-15,CHI,Tampa Bay Lightning,L,2,5,CHI,Oklahoma City Thunder,L,125,127
2021-01-17,CHI,Florida Panthers,L,2,5,CHI,Dallas Mavericks,W,117,101
2021-01-22,CHI,Detroit Red Wings,W,4,1,CHI,Charlotte Hornets,W,123,110
2021-02-15,CHI,Detroit Red Wings,W,3,2,CHI,Indiana Pacers,W,120,112
2021-02-17,CHI,Detroit Red Wings,W,2,0,CHI,Detroit Pistons,W,105,102
2021-02-19,CHI,Carolina Hurricanes,L,3,5,CHI,Philadelphia 76ers,L,105,112
2021-03-11,CHI,Dallas Stars,W,4,2,CHI,Philadelphia 76ers,L,105,127
2021-03-27,CHI,Nashville Predators,L,1,3,CHI,San Antonio Spurs,L,104,120
2021-04-06,CHI,Dallas Stars,W,4,2,CHI,Indiana Pacers,W,113,97
2021-04-08,CHI,Dallas Stars,L,1,5,CHI,Toronto Raptors,W,122,113
2021-04-12,CHI,Columbus Blue Jackets,W,4,3,CHI,Memphis Grizzlies,L,90,101
2021-04-17,CHI,Detroit Red Wings,W,4,0,CHI,Cleveland Cavaliers,W,106,96
2021-04-19,CHI,Nashville Predators,L,2,5,CHI,Boston Celtics,W,102,96
2021-04-21,CHI,Nashville Predators,W,5,4,CHI,Cleveland Cavaliers,L,105,121
2021-05-01,CHI,Florida Panthers,L,4,5,CHI,Atlanta Hawks,L,97,108
2021-05-03,CHI,Carolina Hurricanes,L,2,5,CHI,Philadelphia 76ers,L,94,106
2021-05-06,CHI,Carolina Hurricanes,W,2,1,CHI,Charlotte Hornets,W,120,99
2021-05-09,CHI,Dallas Stars,W,4,2,CHI,Detroit Pistons,W,108,96
2021-10-30,CHI,St. Louis Blues,L,0,1,CHI,Utah Jazz,W,107,99
2021-11-01,CHI,Ottawa Senators,W,5,1,CHI,Boston Celtics,W,128,114
2021-11-03,CHI,Carolina Hurricanes,L,3,4,CHI,Philadelphia 76ers,L,98,103
2021-11-12,CHI,Arizona Coyotes,W,2,1,CHI,Golden State Warriors,L,93,119
2021-11-17,CHI,Seattle Kraken,W,4,2,CHI,Portland Trail Blazers,L,107,112
2021-11-21,CHI,Vancouver Canucks,W,1,0,CHI,New York Knicks,W,109,103
2021-11-26,CHI,St. Louis Blues,W,3,2,CHI,Orlando Magic,W,123,88
2021-12-02,CHI,Washington Capitals,W,4,3,CHI,New York Knicks,W,119,115
2021-12-04,CHI,New York Rangers,L,2,3,CHI,Brooklyn Nets,W,111,107
2021-12-11,CHI,Toronto Maple Leafs,L,4,5,CHI,Miami Heat,L,92,118
2022-01-01,CHI,Nashville Predators,L,1,6,CHI,Washington Wizards,W,120,119
2022-01-11,CHI,Columbus Blue Jackets,W,4,2,CHI,Detroit Pistons,W,133,87
2022-01-15,CHI,Anaheim Ducks,W,3,0,CHI,Boston Celtics,L,112,114
2022-01-17,CHI,Seattle Kraken,L,2,3,CHI,Memphis Grizzlies,L,106,119
2022-01-21,CHI,Minnesota Wild,L,1,5,CHI,Milwaukee Bucks,L,90,94
2022-01-24,CHI,Colorado Avalanche,L,0,2,CHI,Oklahoma City Thunder,W,111,110
2022-01-26,CHI,Detroit Red Wings,W,8,5,CHI,Toronto Raptors,W,111,105
2022-01-28,CHI,Colorado Avalanche,L,4,6,CHI,San Antonio Spurs,L,122,131
2022-02-09,CHI,Edmonton Oilers,W,4,1,CHI,Charlotte Hornets,W,121,109
2022-02-12,CHI,St. Louis Blues,L,1,5,CHI,Oklahoma City Thunder,W,106,101
2022-02-14,CHI,Winnipeg Jets,W,3,1,CHI,San Antonio Spurs,W,120,109
2022-03-03,CHI,Edmonton Oilers,W,4,3,CHI,Atlanta Hawks,L,124,130
2022-03-12,CHI,Ottawa Senators,W,6,3,CHI,Cleveland Cavaliers,W,101,91
2022-03-24,CHI,Los Angeles Kings,W,4,3,CHI,New Orleans Pelicans,L,109,126
2022-03-26,CHI,Vegas Golden Knights,L,4,5,CHI,Cleveland Cavaliers,W,98,94
2022-03-28,CHI,Buffalo Sabres,L,5,6,CHI,New York Knicks,L,104,109
2022-03-31,CHI,Florida Panthers,L,0,4,CHI,Los Angeles Clippers,W,135,130
2022-04-10,CHI,Dallas Stars,L,4,6,CHI,Minnesota Timberwolves,W,124,120
2022-10-21,CHI,Detroit Red Wings,W,4,3,CHI,Washington Wizards,L,100,102
2022-10-29,CHI,Buffalo Sabres,L,3,4,CHI,Philadelphia 76ers,L,109,114
2022-11-01,CHI,New York Islanders,L,1,3,CHI,Brooklyn Nets,W,108,99
2022-11-16,CHI,St. Louis Blues,L,2,5,CHI,New Orleans Pelicans,L,110,124
2022-11-23,CHI,Dallas Stars,L,4,6,CHI,Milwaukee Bucks,W,118,113
2022-11-25,CHI,Montreal Canadiens,L,2,3,CHI,Oklahoma City Thunder,L,119,123
2022-11-30,CHI,Edmonton Oilers,L,4,5,CHI,Phoenix Suns,L,113,132
2022-12-04,CHI,New York Islanders,L,0,3,CHI,Sacramento Kings,L,101,110
2022-12-16,CHI,Minnesota Wild,L,1,4,CHI,New York Knicks,L,91,114
