Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2022-02-27,NYR,Vancouver Canucks,L,2,5,NYK,Philadelphia 76ers,L,109,125
2022-03-02,NYR,St. Louis Blues,W,5,3,NYK,Philadelphia 76ers,L,108,123
2022-03-04,NYR,New Jersey Devils,W,3,1,NYK,Phoenix Suns,L,114,115
2022-03-06,NYR,Winnipeg Jets,W,4,1,NYK,Los Angeles Clippers,W,116,93
2022-03-20,NYR,Carolina Hurricanes,W,2,0,NYK,Utah Jazz,L,93,108
2022-03-22,NYR,New Jersey Devils,L,4,7,NYK,Atlanta Hawks,L,111,117
2022-03-25,NYR,Pittsburgh Penguins,W,5,1,NYK,Miami Heat,W,111,103
2022-03-27,NYR,Buffalo Sabres,W,5,4,NYK,Detroit Pistons,W,104,102
2022-03-30,NYR,Detroit Red Wings,W,5,4,NYK,Charlotte Hornets,L,114,125
2022-04-03,NYR,Philadelphia Flyers,L,3,4,NYK,Orlando Magic,W,118,88
2022-10-26,NYR,New York Islanders,L,0,3,NYK,Charlotte Hornets,W,134,131
2022-10-30,NYR,Arizona Coyotes,W,3,2,NYK,Cleveland Cavaliers,L,108,121
2022-11-13,NYR,Arizona Coyotes,W,4,1,NYK,Oklahoma City Thunder,L,135,145
2022-11-30,NYR,Ottawa Senators,W,3,1,NYK,Milwaukee Bucks,L,103,109
2022-12-03,NYR,Chicago Blackhawks,L,2,5,NYK,Dallas Mavericks,L,100,121
2022-12-07,NYR,Vegas Golden Knights,W,5,1,NYK,Atlanta Hawks,W,113,89
2022-12-09,NYR,Colorado Avalanche,W,2,1,NYK,Charlotte Hornets,W,121,102
2022-12-18,NYR,Chicago Blackhawks,W,7,1,NYK,Indiana Pacers,W,109,106
2022-12-20,NYR,Pittsburgh Penguins,L,2,3,NYK,Golden State Warriors,W,132,94
2022-12-27,NYR,Washington Capitals,L,0,4,NYK,Dallas Mavericks,L,121,126
2022-12-29,NYR,Tampa Bay Lightning,L,1,2,NYK,San Antonio Spurs,L,115,122
2023-01-15,NYR,Montreal Canadiens,L,1,2,NYK,Detroit Pistons,W,117,104
2023-01-16,NYR,Columbus Blue Jackets,W,3,1,NYK,Toronto Raptors,L,121,123
2023-02-10,NYR,Seattle Kraken,W,6,3,NYK,Philadelphia 76ers,L,108,119
2023-02-11,NYR,Carolina Hurricanes,W,6,2,NYK,Utah Jazz,W,126,120
2023-02-15,NYR,Vancouver Canucks,W,6,4,NYK,Atlanta Hawks,W,122,101
2023-02-25,NYR,Washington Capitals,,,,NYK,New Orleans Pelicans,,,
2023-03-01,NYR,Philadelphia Flyers,,,,NYK,Brooklyn Nets,,,
2023-03-09,NYR,Montreal Canadiens,,,,NYK,Sacramento Kings,,,
2023-03-11,NYR,Buffalo Sabres,,,,NYK,Los Angeles Clippers,,,
2023-03-12,NYR,Pittsburgh Penguins,,,,NYK,Los Angeles Lakers,,,
2023-03-14,NYR,Washington Capitals,,,,NYK,Portland Trail Blazers,,,
2023-03-18,NYR,Pittsburgh Penguins,,,,NYK,Denver Nuggets,,,
2023-03-23,NYR,Carolina Hurricanes,,,,NYK,Orlando Magic,,,
2023-03-31,NYR,Buffalo Sabres,,,,NYK,Cleveland Cavaliers,,,
2023-04-02,NYR,Washington Capitals,,,,NYK,Washington Wizards,,,
2023-04-05,NYR,Tampa Bay Lightning,,,,NYK,Indiana Pacers,,,
