Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2019-04-01,TOR,New York Islanders,W,2,1,TOR,Orlando Magic,W,121,109
2019-10-22,TOR,Boston Bruins,L,2,4,TOR,New Orleans Pelicans,W,130,122
2019-10-25,TOR,San Jose Sharks,W,4,1,TOR,Boston Celtics,L,106,112
2019-10-26,TOR,Montreal Canadiens,L,2,5,TOR,Chicago Bulls,W,108,84
2019-11-02,TOR,Philadelphia Flyers,W,4,3,TOR,Milwaukee Bucks,L,105,115
2019-11-10,TOR,Chicago Blackhawks,L,4,5,TOR,Los Angeles Lakers,W,113,104
2019-11-13,TOR,New York Islanders,L,4,5,TOR,Portland Trail Blazers,W,114,106
2019-11-16,TOR,Pittsburgh Penguins,L,1,6,TOR,Dallas Mavericks,L,102,110
2019-11-23,TOR,Colorado Avalanche,W,5,3,TOR,Atlanta Hawks,W,119,116
2019-11-27,TOR,Detroit Red Wings,W,6,0,TOR,New York Knicks,W,126,98
2019-11-29,TOR,Buffalo Sabres,L,4,6,TOR,Orlando Magic,W,90,83
2019-12-03,TOR,Philadelphia Flyers,L,1,6,TOR,Miami Heat,L,110,121
2019-12-14,TOR,Edmonton Oilers,W,4,1,TOR,Brooklyn Nets,W,110,102
2019-12-20,TOR,New York Rangers,W,6,3,TOR,Washington Wizards,W,122,118
2019-12-23,TOR,Carolina Hurricanes,W,8,6,TOR,Indiana Pacers,L,115,120
2019-12-28,TOR,New York Rangers,L,4,5,TOR,Boston Celtics,W,113,97
2019-12-31,TOR,Minnesota Wild,W,4,1,TOR,Cleveland Cavaliers,W,117,97
2020-01-02,TOR,Winnipeg Jets,W,6,3,TOR,Miami Heat,L,76,84
2020-01-04,TOR,New York Islanders,W,3,0,TOR,Brooklyn Nets,W,121,102
2020-01-08,TOR,Winnipeg Jets,L,3,4,TOR,Charlotte Hornets,W,112,110
2020-01-12,TOR,Florida Panthers,L,4,8,TOR,San Antonio Spurs,L,104,105
2020-01-18,TOR,Chicago Blackhawks,L,2,6,TOR,Minnesota Timberwolves,W,122,112
2020-02-05,TOR,New York Rangers,L,3,5,TOR,Indiana Pacers,W,119,118
2020-02-07,TOR,Anaheim Ducks,W,5,4,TOR,Indiana Pacers,W,115,106
2020-02-08,TOR,Montreal Canadiens,L,1,2,TOR,Brooklyn Nets,W,119,118
2020-02-25,TOR,Tampa Bay Lightning,W,4,3,TOR,Milwaukee Bucks,L,97,108
2020-03-03,TOR,San Jose Sharks,L,2,5,TOR,Phoenix Suns,W,123,114
2020-03-05,TOR,Los Angeles Kings,L,0,1,TOR,Golden State Warriors,W,121,113
2021-01-16,TOR,Ottawa Senators,W,3,2,TOR,Charlotte Hornets,W,116,113
2021-01-18,TOR,Winnipeg Jets,W,3,1,TOR,Dallas Mavericks,W,116,93
