Date,NHL Team,NHL Opponent,NHL Result,NHL Team Score,NHL Opponent Score,NBA Team,NBA Opponent,NBA Result,NBA Team Score,NBA Opponent Score
2016-11-23,DAL,Nashville Predators,L,2,5,DAL,Los Angeles Clippers,L,104,124
2016-11-25,DAL,Vancouver Canucks,W,2,1,DAL,Cleveland Cavaliers,L,90,128
2016-12-01,DAL,Pittsburgh Penguins,L,2,6,DAL,Charlotte Hornets,L,87,97
2016-12-03,DAL,Colorado Avalanche,W,3,0,DAL,Chicago Bulls,W,107,82
2016-12-10,DAL,Philadelphia Flyers,L,2,4,DAL,Houston Rockets,L,87,109
2016-12-23,DAL,Los Angeles Kings,W,3,2,DAL,Los Angeles Clippers,W,90,88
2016-12-27,DAL,Arizona Coyotes,W,3,2,DAL,Houston Rockets,L,107,123
2016-12-29,DAL,Colorado Avalanche,W,4,2,DAL,Los Angeles Lakers,W,101,89
2017-01-07,DAL,St. Louis Blues,L,3,4,DAL,Atlanta Hawks,L,82,97
2017-01-09,DAL,Los Angeles Kings,W,6,4,DAL,Minnesota Timberwolves,L,92,101
2017-01-12,DAL,Detroit Red Wings,W,5,2,DAL,Phoenix Suns,W,113,108
2017-01-17,DAL,New York Rangers,W,7,6,DAL,Chicago Bulls,W,99,98
2017-01-19,DAL,New York Islanders,L,0,3,DAL,Miami Heat,L,95,99
2017-01-26,DAL,Buffalo Sabres,W,4,3,DAL,Oklahoma City Thunder,L,98,109
2017-02-07,DAL,Toronto Maple Leafs,L,1,3,DAL,Portland Trail Blazers,L,113,114
2017-02-09,DAL,Ottawa Senators,L,2,3,DAL,Utah Jazz,W,112,105
2017-02-11,DAL,Carolina Hurricanes,W,5,2,DAL,Orlando Magic,W,112,80
2017-02-24,DAL,Arizona Coyotes,W,5,2,DAL,Minnesota Timberwolves,L,84,97
2017-03-17,DAL,Calgary Flames,L,1,3,DAL,Philadelphia 76ers,L,74,116
2017-03-23,DAL,Chicago Blackhawks,L,2,3,DAL,Los Angeles Clippers,W,97,95
2017-04-02,DAL,Tampa Bay Lightning,L,3,6,DAL,Milwaukee Bucks,W,109,105
2017-04-04,DAL,Arizona Coyotes,W,3,2,DAL,Sacramento Kings,L,87,98
2017-10-21,DAL,Carolina Hurricanes,W,4,3,DAL,Houston Rockets,L,91,107
2017-10-26,DAL,Edmonton Oilers,L,4,5,DAL,Memphis Grizzlies,L,91,96
2017-10-30,DAL,Vancouver Canucks,W,2,1,DAL,Utah Jazz,L,89,104
2017-11-04,DAL,Buffalo Sabres,W,5,1,DAL,Minnesota Timberwolves,L,99,112
2017-11-14,DAL,Florida Panthers,L,3,4,DAL,San Antonio Spurs,L,91,97
2017-11-18,DAL,Edmonton Oilers,W,6,3,DAL,Milwaukee Bucks,W,111,79
2017-11-22,DAL,Colorado Avalanche,L,0,3,DAL,Memphis Grizzlies,W,95,94
2017-12-02,DAL,Chicago Blackhawks,W,3,2,DAL,Los Angeles Clippers,W,108,82
2017-12-16,DAL,Philadelphia Flyers,L,1,2,DAL,San Antonio Spurs,L,96,98
2017-12-23,DAL,Nashville Predators,W,4,3,DAL,Atlanta Hawks,L,107,112
2017-12-27,DAL,Minnesota Wild,L,2,4,DAL,Indiana Pacers,W,98,94
2017-12-29,DAL,St. Louis Blues,W,4,2,DAL,New Orleans Pelicans,W,128,120
2017-12-31,DAL,San Jose Sharks,W,6,0,DAL,Oklahoma City Thunder,W,116,113
2018-01-13,DAL,Colorado Avalanche,L,1,4,DAL,Los Angeles Lakers,L,101,107
2018-01-16,DAL,Detroit Red Wings,W,4,2,DAL,Denver Nuggets,L,102,105
2018-01-20,DAL,Buffalo Sabres,W,7,1,DAL,Portland Trail Blazers,L,108,117
2018-02-03,DAL,Minnesota Wild,W,6,1,DAL,Sacramento Kings,W,106,99
2018-02-05,DAL,New York Rangers,W,2,1,DAL,Los Angeles Clippers,L,101,104
2018-02-08,DAL,Chicago Blackhawks,W,4,2,DAL,Golden State Warriors,L,103,121
2018-02-11,DAL,Vancouver Canucks,L,0,6,DAL,Houston Rockets,L,97,104
2018-02-24,DAL,Winnipeg Jets,L,3,5,DAL,Utah Jazz,L,90,97
2018-03-06,DAL,Nashville Predators,L,0,2,DAL,Denver Nuggets,W,118,107
2018-03-11,DAL,Pittsburgh Penguins,L,1,3,DAL,Houston Rockets,L,82,105
2018-03-13,DAL,Montreal Canadiens,L,2,4,DAL,New York Knicks,W,110,97
2018-03-16,DAL,Ottawa Senators,L,2,3,DAL,Toronto Raptors,L,115,122
2018-03-20,DAL,Washington Capitals,L,3,4,DAL,New Orleans Pelicans,L,105,115
2018-03-27,DAL,Philadelphia Flyers,W,3,2,DAL,Sacramento Kings,W,103,97
2018-04-03,DAL,San Jose Sharks,W,4,2,DAL,Portland Trail Blazers,W,115,109
2018-04-06,DAL,Anaheim Ducks,L,3,5,DAL,Detroit Pistons,L,106,113
2018-10-28,DAL,Detroit Red Wings,L,2,4,DAL,Utah Jazz,L,104,113
2018-11-06,DAL,Columbus Blue Jackets,L,1,4,DAL,Washington Wizards,W,119,100
2018-11-10,DAL,Nashville Predators,L,4,5,DAL,Oklahoma City Thunder,W,111,96
2018-11-12,DAL,Columbus Blue Jackets,L,1,2,DAL,Chicago Bulls,W,103,98
2018-11-19,DAL,New York Rangers,L,1,2,DAL,Memphis Grizzlies,L,88,98
2018-11-21,DAL,Pittsburgh Penguins,L,1,5,DAL,Brooklyn Nets,W,119,113
2018-11-24,DAL,Colorado Avalanche,L,2,3,DAL,Boston Celtics,W,113,104
2018-11-28,DAL,Calgary Flames,W,4,3,DAL,Houston Rockets,W,128,108
2018-12-12,DAL,Anaheim Ducks,L,3,6,DAL,Atlanta Hawks,W,114,107
2018-12-13,DAL,San Jose Sharks,L,2,3,DAL,Phoenix Suns,L,89,99
2018-12-18,DAL,Calgary Flames,W,2,0,DAL,Denver Nuggets,L,118,126
2018-12-20,DAL,Chicago Blackhawks,L,2,5,DAL,Los Angeles Clippers,L,121,125
2018-12-22,DAL,Minnesota Wild,W,2,1,DAL,Golden State Warriors,L,116,120
2018-12-23,DAL,New York Islanders,L,1,3,DAL,Portland Trail Blazers,L,118,121
2018-12-31,DAL,Montreal Canadiens,L,2,3,DAL,Oklahoma City Thunder,L,102,122
