NHL Team,Date,Opponent,Result,Team Score,Opponent Score
DAL,2015-11-06,Carolina Hurricanes,W,4,1
DAL,2015-11-08,Detroit Red Wings,W,4,1
DAL,2015-11-10,Toronto Maple Leafs,L,2,3
DAL,2015-11-12,Winnipeg Jets,W,6,3
DAL,2015-11-14,Minnesota Wild,W,3,2
DAL,2015-11-17,Buffalo Sabres,W,3,1
DAL,2015-11-19,Washington Capitals,W,3,2
DAL,2015-11-21,Buffalo Sabres,W,3,0
DAL,2015-11-24,Ottawa Senators,L,4,7
DAL,2015-11-27,Vancouver Canucks,W,3,2
DAL,2015-11-28,Minnesota Wild,W,4,3
DAL,2015-12-01,Calgary Flames,L,3,4
DAL,2015-12-03,Vancouver Canucks,W,4,2
DAL,2015-12-04,Edmonton Oilers,L,1,2
DAL,2015-12-08,Carolina Hurricanes,W,6,5
DAL,2015-12-11,Philadelphia Flyers,W,3,1
DAL,2015-12-12,St. Louis Blues,L,0,3
DAL,2015-12-15,Columbus Blue Jackets,W,5,1
DAL,2015-12-17,Calgary Flames,L,1,3
DAL,2015-12-19,Montreal Canadiens,W,6,2
DAL,2015-12-21,Minnesota Wild,W,6,3
DAL,2015-12-22,Chicago Blackhawks,W,4,0
DAL,2015-12-26,St. Louis Blues,L,2,3
DAL,2015-12-27,St. Louis Blues,W,3,0
DAL,2015-12-29,Columbus Blue Jackets,L,3,6
DAL,2015-12-31,Nashville Predators,W,5,1
DAL,2016-01-02,New Jersey Devils,L,2,3
DAL,2016-01-03,New York Islanders,L,5,6
DAL,2016-01-05,New York Rangers,L,2,6
DAL,2016-01-07,Winnipeg Jets,W,2,1
DAL,2016-01-09,Minnesota Wild,L,1,2
DAL,2016-01-15,Anaheim Ducks,L,2,4
DAL,2016-01-16,San Jose Sharks,L,3,4
DAL,2016-01-19,Los Angeles Kings,L,2,3
DAL,2016-01-21,Edmonton Oilers,W,3,2
DAL,2016-01-23,Colorado Avalanche,L,1,3
DAL,2016-01-25,Calgary Flames,W,2,1
DAL,2016-02-02,Winnipeg Jets,W,5,3
DAL,2016-02-04,Colorado Avalanche,W,4,3
DAL,2016-02-06,Chicago Blackhawks,L,1,5
DAL,2016-02-09,Minnesota Wild,W,4,3
DAL,2016-02-11,Chicago Blackhawks,W,4,2
DAL,2016-02-13,Washington Capitals,W,4,3
DAL,2016-02-15,Nashville Predators,W,3,2
