NHL Team,Date,Opponent,Result,Team Score,Opponent Score
NYI,2014-10-21,Toronto Maple Leafs,L,2,5
NYI,2014-10-23,Boston Bruins,W,3,2
NYI,2014-10-25,Dallas Stars,W,7,5
NYI,2014-10-28,Winnipeg Jets,L,3,4
NYI,2014-10-30,Colorado Avalanche,L,0,5
NYI,2014-11-01,San Jose Sharks,L,1,3
NYI,2014-11-05,Anaheim Ducks,W,3,2
NYI,2014-11-06,Los Angeles Kings,W,2,1
NYI,2014-11-08,Arizona Coyotes,W,1,0
NYI,2014-11-11,Colorado Avalanche,W,6,0
NYI,2014-11-14,Florida Panthers,W,4,3
NYI,2014-11-15,Tampa Bay Lightning,L,2,5
NYI,2014-11-18,Tampa Bay Lightning,W,5,2
NYI,2014-11-21,Pittsburgh Penguins,W,5,4
NYI,2014-11-22,Pittsburgh Penguins,W,4,1
NYI,2014-11-24,Philadelphia Flyers,W,1,0
NYI,2014-11-26,Washington Capitals,W,3,2
NYI,2014-11-28,Washington Capitals,L,2,5
NYI,2014-11-29,New Jersey Devils,W,3,1
NYI,2014-12-02,Ottawa Senators,W,3,2
NYI,2014-12-04,Ottawa Senators,W,2,1
NYI,2014-12-06,St. Louis Blues,L,4,6
NYI,2014-12-09,Minnesota Wild,L,4,5
NYI,2014-12-11,St. Louis Blues,L,3,6
NYI,2014-12-13,Chicago Blackhawks,W,3,2
NYI,2014-12-15,New Jersey Devils,W,3,2
NYI,2014-12-19,Detroit Red Wings,W,2,1
NYI,2014-12-20,Tampa Bay Lightning,W,3,1
NYI,2014-12-23,Montreal Canadiens,L,1,3
NYI,2014-12-27,Buffalo Sabres,L,3,4
NYI,2014-12-29,Washington Capitals,W,4,3
NYI,2014-12-31,Winnipeg Jets,W,5,2
NYI,2015-01-02,Calgary Flames,W,2,1
NYI,2015-01-04,Edmonton Oilers,L,2,5
NYI,2015-01-06,Vancouver Canucks,L,2,3
NYI,2015-01-09,New Jersey Devils,W,3,2
NYI,2015-01-10,Columbus Blue Jackets,W,5,2
NYI,2015-01-13,New York Rangers,W,3,0
NYI,2015-01-16,Pittsburgh Penguins,W,6,3
NYI,2015-01-17,Montreal Canadiens,L,4,6
NYI,2015-01-19,Philadelphia Flyers,W,7,4
NYI,2015-01-27,New York Rangers,W,4,1
NYI,2015-01-29,Boston Bruins,L,2,5
NYI,2015-01-31,Detroit Red Wings,L,1,4
NYI,2015-02-03,Florida Panthers,L,2,4
NYI,2015-02-05,Philadelphia Flyers,W,3,2
NYI,2015-02-07,Boston Bruins,L,1,2
NYI,2015-02-08,Buffalo Sabres,W,3,2
NYI,2015-02-10,Edmonton Oilers,W,3,2
NYI,2015-02-12,Toronto Maple Leafs,W,3,2
NYI,2015-02-14,Columbus Blue Jackets,W,6,3
NYI,2015-02-16,New York Rangers,L,5,6
NYI,2015-02-17,Carolina Hurricanes,W,4,1
NYI,2015-02-19,Nashville Predators,W,5,2
NYI,2015-02-21,Washington Capitals,L,2,3
NYI,2015-02-22,Vancouver Canucks,L,0,4
NYI,2015-02-24,Arizona Coyotes,W,5,1
NYI,2015-02-27,Calgary Flames,W,2,1
NYI,2015-02-28,Carolina Hurricanes,L,3,5
NYI,2015-03-03,Dallas Stars,L,2,3
NYI,2015-03-05,Nashville Predators,W,4,3
NYI,2015-03-07,Florida Panthers,L,3,4
NYI,2015-03-09,Toronto Maple Leafs,W,4,3
NYI,2015-03-10,New York Rangers,L,1,2
NYI,2015-03-13,Ottawa Senators,L,1,2
NYI,2015-03-14,Montreal Canadiens,L,1,3
NYI,2015-03-17,Chicago Blackhawks,L,1,4
NYI,2015-03-21,New Jersey Devils,W,3,0
NYI,2015-03-24,Minnesota Wild,L,1,2
NYI,2015-03-26,Los Angeles Kings,L,2,3
NYI,2015-03-28,Anaheim Ducks,L,2,3
NYI,2015-03-29,Detroit Red Wings,W,5,4
NYI,2015-04-02,Columbus Blue Jackets,L,3,4
NYI,2015-04-04,Buffalo Sabres,W,3,0
NYI,2015-04-07,Philadelphia Flyers,L,4,5
NYI,2015-04-10,Pittsburgh Penguins,W,3,1
NYI,2015-04-11,Columbus Blue Jackets,L,4,5
NYI,2015-10-09,Chicago Blackhawks,L,2,3
NYI,2015-10-10,Chicago Blackhawks,L,1,4
NYI,2015-10-12,Winnipeg Jets,W,4,2
NYI,2015-10-15,Nashville Predators,W,4,3
NYI,2015-10-17,San Jose Sharks,W,6,3
NYI,2015-10-20,Columbus Blue Jackets,W,4,0
NYI,2015-10-23,Boston Bruins,L,3,5
NYI,2015-10-24,St. Louis Blues,W,3,2
NYI,2015-10-26,Calgary Flames,W,4,0
NYI,2015-10-29,Carolina Hurricanes,L,2,3
NYI,2015-10-31,New Jersey Devils,L,2,3
NYI,2015-11-01,Buffalo Sabres,L,1,2
NYI,2015-11-03,New Jersey Devils,W,2,1
NYI,2015-11-05,Montreal Canadiens,L,1,4
NYI,2015-11-08,Boston Bruins,L,1,2
NYI,2015-11-10,San Jose Sharks,W,4,2
NYI,2015-11-12,Los Angeles Kings,L,1,2
NYI,2015-11-13,Anaheim Ducks,W,4,1
NYI,2015-11-16,Arizona Coyotes,W,5,2
NYI,2015-11-20,Montreal Canadiens,L,3,5
NYI,2015-11-22,Montreal Canadiens,L,2,4
NYI,2015-11-25,Philadelphia Flyers,W,3,1
NYI,2015-11-27,Florida Panthers,L,2,3
NYI,2015-11-28,Tampa Bay Lightning,W,3,2
NYI,2015-11-30,Colorado Avalanche,W,5,3
NYI,2015-12-02,New York Rangers,W,2,1
NYI,2015-12-04,St. Louis Blues,W,2,1
NYI,2015-12-05,Ottawa Senators,L,2,3
NYI,2015-12-08,Philadelphia Flyers,W,4,3
NYI,2015-12-12,Columbus Blue Jackets,W,3,2
NYI,2015-12-13,New Jersey Devils,W,4,0
NYI,2015-12-15,Florida Panthers,L,1,5
NYI,2015-12-17,Colorado Avalanche,L,1,2
NYI,2015-12-19,Arizona Coyotes,L,0,1
NYI,2015-12-21,Anaheim Ducks,W,5,2
NYI,2015-12-27,Toronto Maple Leafs,L,1,3
NYI,2015-12-29,Toronto Maple Leafs,W,6,3
NYI,2015-12-31,Buffalo Sabres,W,2,1
NYI,2016-01-02,Pittsburgh Penguins,L,2,5
NYI,2016-01-03,Dallas Stars,W,6,5
NYI,2016-01-07,Washington Capitals,L,1,4
NYI,2016-01-09,Philadelphia Flyers,L,0,4
NYI,2016-01-12,Columbus Blue Jackets,W,5,2
NYI,2016-01-14,New York Rangers,W,3,1
NYI,2016-01-17,Vancouver Canucks,L,1,2
NYI,2016-01-22,Ottawa Senators,W,5,2
NYI,2016-01-25,Detroit Red Wings,L,2,4
NYI,2016-02-02,Minnesota Wild,W,5,3
NYI,2016-02-04,Washington Capitals,L,2,3
NYI,2016-02-06,Detroit Red Wings,L,1,5
NYI,2016-02-07,Edmonton Oilers,W,8,1
NYI,2016-02-09,Columbus Blue Jackets,W,3,2
NYI,2016-02-11,Los Angeles Kings,W,5,2
NYI,2016-02-13,Carolina Hurricanes,L,3,6
NYI,2016-02-15,Detroit Red Wings,W,4,1
NYI,2016-02-18,Washington Capitals,L,2,3
NYI,2016-02-19,New Jersey Devils,W,1,0
NYI,2016-02-23,Minnesota Wild,W,4,1
NYI,2016-02-25,Calgary Flames,W,2,1
NYI,2016-02-28,Edmonton Oilers,L,1,3
NYI,2016-03-01,Vancouver Canucks,W,3,2
NYI,2016-03-03,Winnipeg Jets,W,4,3
NYI,2016-03-06,New York Rangers,W,6,4
NYI,2016-03-08,Pittsburgh Penguins,W,2,1
NYI,2016-03-09,Toronto Maple Leafs,L,3,4
NYI,2016-03-12,Boston Bruins,L,1,3
NYI,2016-03-14,Florida Panthers,W,3,2
NYI,2016-03-15,Pittsburgh Penguins,L,1,2
NYI,2016-03-17,Nashville Predators,L,2,4
