NBA Team,Date,Start,Opponent,Result,Team Score,Opponent Score
BOS,2016-01-16,7:30p,Washington Wizards,W,119,117
BOS,2016-01-18,8:30p,Dallas Mavericks,L,113,118
BOS,2016-01-20,7:30p,Toronto Raptors,L,109,115
BOS,2016-01-22,7:30p,Chicago Bulls,W,110,101
BOS,2016-01-24,7:00p,Philadelphia 76ers,W,112,92
BOS,2016-01-25,7:00p,Washington Wizards,W,116,91
BOS,2016-01-27,7:30p,Denver Nuggets,W,111,103
BOS,2016-01-29,7:30p,Orlando Magic,W,113,94
BOS,2016-01-31,6:00p,Orlando Magic,L,114,119
BOS,2016-02-02,7:30p,New York Knicks,W,97,89
BOS,2016-02-03,7:30p,Detroit Pistons,W,102,95
BOS,2016-02-05,7:30p,Cleveland Cavaliers,W,104,103
BOS,2016-02-07,1:00p,Sacramento Kings,W,128,119
BOS,2016-02-09,8:00p,Milwaukee Bucks,L,111,112
BOS,2016-02-10,7:30p,Los Angeles Clippers,W,139,134
BOS,2016-02-19,10:30p,Utah Jazz,L,93,111
BOS,2016-02-21,5:00p,Denver Nuggets,W,121,101
BOS,2016-02-22,8:00p,Minnesota Timberwolves,L,122,124
BOS,2016-02-25,7:30p,Milwaukee Bucks,W,112,107
BOS,2016-02-27,3:00p,Miami Heat,W,101,89
BOS,2016-02-29,7:30p,Utah Jazz,W,100,95
BOS,2016-03-02,7:30p,Portland Trail Blazers,W,116,93
BOS,2016-03-04,7:30p,New York Knicks,W,105,104
BOS,2016-03-05,7:00p,Cleveland Cavaliers,L,103,120
BOS,2016-03-09,7:00p,Memphis Grizzlies,W,116,96
BOS,2016-03-11,7:30p,Houston Rockets,L,98,102
BOS,2016-03-15,7:00p,Indiana Pacers,L,98,103
BOS,2016-03-16,7:00p,Oklahoma City Thunder,L,109,130
BOS,2016-03-18,7:30p,Toronto Raptors,L,91,105
BOS,2016-03-20,6:00p,Philadelphia 76ers,W,120,105
BOS,2016-03-21,7:30p,Orlando Magic,W,107,96
BOS,2016-03-23,7:30p,Toronto Raptors,W,91,79
BOS,2016-03-26,10:00p,Phoenix Suns,W,102,99
BOS,2016-03-28,10:30p,Los Angeles Clippers,L,90,114
BOS,2016-03-31,10:00p,Portland Trail Blazers,L,109,116
BOS,2016-04-01,10:30p,Golden State Warriors,W,109,106
BOS,2016-04-03,9:30p,Los Angeles Lakers,W,107,100
BOS,2016-04-06,7:30p,New Orleans Pelicans,W,104,97
BOS,2016-04-08,7:30p,Milwaukee Bucks,W,124,109
BOS,2016-04-09,7:30p,Atlanta Hawks,L,107,118
BOS,2016-04-11,7:30p,Charlotte Hornets,L,100,114
BOS,2016-04-13,8:00p,Miami Heat,W,98,88
BOS,2016-10-26,7:30p,Brooklyn Nets,W,122,117
BOS,2016-10-27,8:00p,Chicago Bulls,L,99,105
BOS,2016-10-29,7:00p,Charlotte Hornets,W,104,98
BOS,2016-11-02,8:00p,Chicago Bulls,W,107,100
BOS,2016-11-03,8:00p,Cleveland Cavaliers,L,122,128
BOS,2016-11-06,7:30p,Denver Nuggets,L,107,123
BOS,2016-11-09,7:00p,Washington Wizards,L,93,118
BOS,2016-11-11,7:30p,New York Knicks,W,115,87
BOS,2016-11-12,7:00p,Indiana Pacers,W,105,99
