NHL Team,Date,Opponent,Result,Team Score,Opponent Score
CHI,2015-03-30,Los Angeles Kings,W,4,1
CHI,2015-04-02,Vancouver Canucks,W,3,1
CHI,2015-04-03,Buffalo Sabres,W,4,3
CHI,2015-04-05,St. Louis Blues,L,1,2
CHI,2015-04-07,Minnesota Wild,L,1,2
CHI,2015-04-09,St. Louis Blues,L,1,2
CHI,2015-04-11,Colorado Avalanche,L,2,3
CHI,2015-10-07,New York Rangers,L,2,3
CHI,2015-10-09,New York Islanders,W,3,2
CHI,2015-10-10,New York Islanders,W,4,1
CHI,2015-10-14,Philadelphia Flyers,L,0,3
CHI,2015-10-15,Washington Capitals,L,1,4
CHI,2015-10-17,Columbus Blue Jackets,W,4,1
CHI,2015-10-22,Florida Panthers,W,3,2
CHI,2015-10-24,Tampa Bay Lightning,W,1,0
CHI,2015-10-26,Anaheim Ducks,W,1,0
CHI,2015-10-29,Winnipeg Jets,L,1,3
CHI,2015-10-30,Minnesota Wild,L,4,5
CHI,2015-11-02,Los Angeles Kings,W,4,2
CHI,2015-11-04,St. Louis Blues,L,5,6
CHI,2015-11-06,New Jersey Devils,L,2,4
CHI,2015-11-08,Edmonton Oilers,W,4,2
CHI,2015-11-12,New Jersey Devils,L,2,3
CHI,2015-11-14,St. Louis Blues,W,4,2
CHI,2015-11-15,Calgary Flames,W,4,1
CHI,2015-11-18,Edmonton Oilers,W,4,3
CHI,2015-11-20,Calgary Flames,L,1,2
CHI,2015-11-21,Vancouver Canucks,L,3,6
CHI,2015-11-25,San Jose Sharks,W,5,2
CHI,2015-11-27,Anaheim Ducks,W,3,2
CHI,2015-11-28,Los Angeles Kings,L,2,3
CHI,2015-12-01,Minnesota Wild,L,1,2
CHI,2015-12-03,Ottawa Senators,L,3,4
CHI,2015-12-06,Winnipeg Jets,W,3,1
CHI,2015-12-08,Nashville Predators,W,4,1
CHI,2015-12-10,Nashville Predators,L,1,5
CHI,2015-12-11,Winnipeg Jets,W,2,0
CHI,2015-12-13,Vancouver Canucks,W,4,0
CHI,2015-12-15,Colorado Avalanche,L,0,3
CHI,2015-12-17,Edmonton Oilers,W,4,0
CHI,2015-12-19,Buffalo Sabres,W,3,2
CHI,2015-12-20,San Jose Sharks,W,4,3
CHI,2015-12-22,Dallas Stars,L,0,4
CHI,2015-12-27,Carolina Hurricanes,L,1,2
CHI,2015-12-29,Arizona Coyotes,W,7,5
CHI,2015-12-31,Colorado Avalanche,W,4,3
CHI,2016-01-03,Ottawa Senators,W,3,0
CHI,2016-01-05,Pittsburgh Penguins,W,3,2
CHI,2016-01-06,Pittsburgh Penguins,W,3,1
CHI,2016-01-08,Buffalo Sabres,W,3,1
CHI,2016-01-10,Colorado Avalanche,W,6,3
CHI,2016-01-12,Nashville Predators,W,3,2
CHI,2016-01-14,Montreal Canadiens,W,2,1
CHI,2016-01-15,Toronto Maple Leafs,W,4,1
CHI,2016-01-17,Montreal Canadiens,W,5,2
CHI,2016-01-19,Nashville Predators,W,4,1
CHI,2016-01-21,Tampa Bay Lightning,L,1,2
CHI,2016-01-22,Florida Panthers,L,0,4
CHI,2016-01-24,St. Louis Blues,W,2,0
CHI,2016-01-26,Carolina Hurricanes,L,0,5
CHI,2016-02-02,Colorado Avalanche,W,2,1
CHI,2016-02-04,Arizona Coyotes,W,5,4
CHI,2016-02-06,Dallas Stars,W,5,1
CHI,2016-02-09,San Jose Sharks,L,0,2
CHI,2016-02-11,Dallas Stars,L,2,4
CHI,2016-02-13,Anaheim Ducks,L,2,3
CHI,2016-02-15,Toronto Maple Leafs,W,7,2
CHI,2016-02-17,New York Rangers,W,5,3
CHI,2016-02-21,Minnesota Wild,L,1,6
CHI,2016-02-25,Nashville Predators,L,1,3
CHI,2016-02-28,Washington Capitals,W,3,2
CHI,2016-03-02,Detroit Red Wings,W,5,2
CHI,2016-03-03,Boston Bruins,L,2,4
CHI,2016-03-06,Detroit Red Wings,W,4,1
CHI,2016-03-09,St. Louis Blues,L,2,3
CHI,2016-03-11,Dallas Stars,L,2,5
CHI,2016-03-14,Los Angeles Kings,L,0,5
CHI,2016-03-16,Philadelphia Flyers,L,2,3
CHI,2016-03-18,Winnipeg Jets,W,4,0
CHI,2016-03-20,Minnesota Wild,L,2,3
CHI,2016-03-22,Dallas Stars,L,2,6
CHI,2016-03-26,Calgary Flames,W,4,1
CHI,2016-03-27,Vancouver Canucks,W,3,2
CHI,2016-03-29,Minnesota Wild,L,1,4
CHI,2016-04-01,Winnipeg Jets,W,5,4
CHI,2016-04-03,Boston Bruins,W,6,4
CHI,2016-04-05,Arizona Coyotes,W,6,2
CHI,2016-04-07,St. Louis Blues,L,1,2
CHI,2016-04-09,Columbus Blue Jackets,L,4,5
CHI,2016-10-12,St. Louis Blues,L,2,5
CHI,2016-10-14,Nashville Predators,L,2,3
CHI,2016-10-15,Nashville Predators,W,5,3
CHI,2016-10-18,Philadelphia Flyers,W,7,4
CHI,2016-10-21,Columbus Blue Jackets,L,2,3
CHI,2016-10-22,Toronto Maple Leafs,W,5,4
CHI,2016-10-24,Calgary Flames,L,2,3
CHI,2016-10-28,New Jersey Devils,W,3,2
CHI,2016-10-30,Los Angeles Kings,W,3,0
CHI,2016-11-01,Calgary Flames,W,5,1
CHI,2016-11-03,Colorado Avalanche,W,4,0
CHI,2016-11-05,Dallas Stars,W,3,2
CHI,2016-11-06,Dallas Stars,W,4,3
CHI,2016-11-09,St. Louis Blues,W,2,1
CHI,2016-11-11,Washington Capitals,L,2,3
CHI,2016-11-13,Montreal Canadiens,W,3,2
CHI,2016-11-15,Winnipeg Jets,L,0,4
CHI,2016-11-18,Calgary Flames,W,3,2
CHI,2016-11-19,Vancouver Canucks,W,4,3
CHI,2016-11-21,Edmonton Oilers,L,0,5
CHI,2016-11-23,San Jose Sharks,L,1,2
CHI,2016-11-25,Anaheim Ducks,W,3,2
CHI,2016-11-26,Los Angeles Kings,L,1,2
CHI,2016-11-29,Florida Panthers,W,2,1
CHI,2016-12-01,New Jersey Devils,W,4,3
CHI,2016-12-03,Philadelphia Flyers,L,1,3
CHI,2016-12-04,Winnipeg Jets,L,1,2
CHI,2016-12-06,Arizona Coyotes,W,4,0
CHI,2016-12-09,New York Rangers,L,0,1
CHI,2016-12-11,Dallas Stars,W,3,1
CHI,2016-12-13,New York Rangers,W,2,1
CHI,2016-12-15,New York Islanders,W,5,4
CHI,2016-12-17,St. Louis Blues,W,6,4
CHI,2016-12-18,San Jose Sharks,W,4,1
CHI,2016-12-20,Ottawa Senators,L,3,4
CHI,2016-12-23,Colorado Avalanche,L,1,2
CHI,2016-12-27,Winnipeg Jets,L,1,3
CHI,2016-12-29,Nashville Predators,W,3,2
CHI,2016-12-30,Carolina Hurricanes,L,2,3
CHI,2017-01-02,St. Louis Blues,L,1,4
CHI,2017-01-05,Buffalo Sabres,W,4,3
CHI,2017-01-06,Carolina Hurricanes,W,2,1
CHI,2017-01-08,Nashville Predators,W,5,2
CHI,2017-01-10,Detroit Red Wings,W,4,3
CHI,2017-01-13,Washington Capitals,L,0,6
CHI,2017-01-15,Minnesota Wild,L,2,3
CHI,2017-01-17,Colorado Avalanche,W,6,4
CHI,2017-01-20,Boston Bruins,W,1,0
CHI,2017-01-22,Vancouver Canucks,W,4,2
CHI,2017-01-24,Tampa Bay Lightning,L,2,5
CHI,2017-01-26,Winnipeg Jets,L,3,5
CHI,2017-01-31,San Jose Sharks,L,1,3
CHI,2017-02-02,Arizona Coyotes,W,4,3
CHI,2017-02-04,Dallas Stars,W,5,3
CHI,2017-02-08,Minnesota Wild,W,4,3
CHI,2017-02-10,Winnipeg Jets,W,5,2
CHI,2017-02-11,Edmonton Oilers,W,5,1
