NBA Team,Date,Start,Opponent,Result,Team Score,Opponent Score
PHO,2014-03-06,9:00p,Oklahoma City Thunder,W,128,122
PHO,2014-03-09,9:00p,Golden State Warriors,L,107,113
PHO,2014-03-10,10:30p,Los Angeles Clippers,L,105,112
PHO,2014-03-12,10:00p,Cleveland Cavaliers,L,101,110
PHO,2014-03-14,7:30p,Boston Celtics,W,87,80
PHO,2014-03-16,1:00p,Toronto Raptors,W,121,113
PHO,2014-03-17,7:30p,Brooklyn Nets,L,95,108
PHO,2014-03-19,10:00p,Orlando Magic,W,109,93
PHO,2014-03-21,10:00p,Detroit Pistons,W,98,92
PHO,2014-03-23,3:30p,Minnesota Timberwolves,W,127,120
PHO,2014-03-24,7:30p,Atlanta Hawks,W,102,95
PHO,2014-03-26,7:00p,Washington Wizards,W,99,93
PHO,2014-03-28,10:00p,New York Knicks,W,112,88
PHO,2014-03-30,9:30p,Los Angeles Lakers,L,99,115
PHO,2014-04-02,10:00p,Los Angeles Clippers,L,108,112
PHO,2014-04-04,10:00p,Portland Trail Blazers,W,109,93
PHO,2014-04-06,9:00p,Oklahoma City Thunder,W,122,115
PHO,2014-04-09,8:00p,New Orleans Pelicans,W,94,88
PHO,2014-04-11,8:30p,San Antonio Spurs,L,104,112
PHO,2014-04-12,8:30p,Dallas Mavericks,L,98,101
PHO,2014-04-14,10:00p,Memphis Grizzlies,L,91,97
PHO,2014-04-16,10:30p,Sacramento Kings,W,104,99
PHO,2014-10-29,10:00p,Los Angeles Lakers,W,119,99
PHO,2014-10-31,10:00p,San Antonio Spurs,W,94,89
PHO,2014-11-01,9:00p,Utah Jazz,L,91,118
PHO,2014-11-04,10:30p,Los Angeles Lakers,W,112,106
PHO,2014-11-05,9:00p,Memphis Grizzlies,L,91,102
PHO,2014-11-07,9:00p,Sacramento Kings,L,112,114
PHO,2014-11-09,8:00p,Golden State Warriors,W,107,95
PHO,2014-11-12,9:00p,Brooklyn Nets,W,112,104
PHO,2014-11-14,9:00p,Charlotte Hornets,L,95,103
PHO,2014-11-15,10:30p,Los Angeles Clippers,L,107,120
PHO,2014-11-17,7:30p,Boston Celtics,W,118,114
PHO,2014-11-19,7:30p,Detroit Pistons,W,88,86
PHO,2014-11-21,7:00p,Philadelphia 76ers,W,122,96
PHO,2014-11-22,7:00p,Indiana Pacers,W,106,83
PHO,2014-11-24,7:30p,Toronto Raptors,L,100,104
PHO,2014-11-26,9:00p,Denver Nuggets,W,120,112
PHO,2014-11-28,9:00p,Denver Nuggets,L,97,122
PHO,2014-11-30,8:00p,Orlando Magic,L,90,93
PHO,2014-12-02,9:00p,Indiana Pacers,W,116,99
PHO,2014-12-05,8:30p,Dallas Mavericks,W,118,106
PHO,2014-12-06,8:00p,Houston Rockets,L,95,100
PHO,2014-12-08,10:30p,Los Angeles Clippers,L,120,121
PHO,2014-12-09,9:00p,Miami Heat,L,97,103
PHO,2014-12-12,9:00p,Detroit Pistons,L,103,105
PHO,2014-12-14,7:00p,Oklahoma City Thunder,L,88,112
PHO,2014-12-15,9:00p,Milwaukee Bucks,L,94,96
PHO,2014-12-17,7:00p,Charlotte Hornets,W,111,106
PHO,2014-12-20,1:00p,New York Knicks,W,99,90
PHO,2014-12-21,6:00p,Washington Wizards,W,104,92
PHO,2014-12-23,9:00p,Dallas Mavericks,W,124,115
PHO,2014-12-26,10:00p,Sacramento Kings,W,115,106
PHO,2014-12-28,9:30p,Los Angeles Lakers,W,116,107
PHO,2014-12-30,8:00p,New Orleans Pelicans,L,106,110
PHO,2014-12-31,8:00p,Oklahoma City Thunder,L,134,137
PHO,2015-01-02,9:00p,Philadelphia 76ers,W,112,96
PHO,2015-01-04,8:00p,Toronto Raptors,W,125,109
PHO,2015-01-06,8:00p,Milwaukee Bucks,W,102,96
PHO,2015-01-07,9:30p,Minnesota Timberwolves,W,113,111
PHO,2015-01-09,8:30p,San Antonio Spurs,L,95,100
PHO,2015-01-11,6:00p,Memphis Grizzlies,L,110,122
PHO,2015-01-13,9:00p,Cleveland Cavaliers,W,107,100
PHO,2015-01-16,9:00p,Minnesota Timberwolves,W,110,99
PHO,2015-01-19,10:00p,Los Angeles Lakers,W,115,100
PHO,2015-01-21,9:00p,Portland Trail Blazers,W,118,113
PHO,2015-01-23,9:00p,Houston Rockets,L,111,113
PHO,2015-01-25,6:00p,Los Angeles Clippers,L,100,120
PHO,2015-01-28,10:30p,Washington Wizards,W,106,98
PHO,2015-01-30,10:30p,Chicago Bulls,W,99,93
PHO,2015-01-31,10:30p,Golden State Warriors,L,87,106
PHO,2015-02-02,9:00p,Memphis Grizzlies,L,101,102
PHO,2015-02-05,10:30p,Portland Trail Blazers,L,87,108
PHO,2015-02-06,9:00p,Utah Jazz,W,100,93
PHO,2015-02-08,9:00p,Sacramento Kings,L,83,85
PHO,2015-02-10,8:00p,Houston Rockets,L,118,127
PHO,2015-02-20,8:00p,Minnesota Timberwolves,L,109,111
PHO,2015-02-21,8:00p,Chicago Bulls,L,107,112
PHO,2015-02-23,9:00p,Boston Celtics,L,110,115
PHO,2015-02-25,9:00p,Denver Nuggets,W,110,96
PHO,2015-02-26,10:30p,Oklahoma City Thunder,W,117,113
PHO,2015-02-28,9:00p,San Antonio Spurs,L,74,101
PHO,2015-03-02,7:30p,Miami Heat,L,98,115
PHO,2015-03-04,7:00p,Orlando Magic,W,105,100
PHO,2015-03-06,8:00p,Brooklyn Nets,W,108,100
PHO,2015-03-07,7:30p,Cleveland Cavaliers,L,79,89
PHO,2015-03-09,10:00p,Golden State Warriors,L,80,98
PHO,2015-03-11,10:00p,Minnesota Timberwolves,W,106,97
PHO,2015-03-13,10:00p,Atlanta Hawks,L,87,96
PHO,2015-03-15,9:00p,New York Knicks,W,102,89
PHO,2015-03-19,10:00p,New Orleans Pelicans,W,74,72
PHO,2015-03-21,8:00p,Houston Rockets,W,117,102
PHO,2015-03-22,9:00p,Dallas Mavericks,W,98,92
PHO,2015-03-25,10:00p,Sacramento Kings,L,99,108
PHO,2015-03-27,10:00p,Portland Trail Blazers,L,81,87
PHO,2015-03-29,9:00p,Oklahoma City Thunder,L,97,109
PHO,2015-03-30,10:00p,Portland Trail Blazers,L,86,109
PHO,2015-04-02,10:30p,Golden State Warriors,L,106,107
PHO,2015-04-04,10:00p,Utah Jazz,W,87,85
