NHL Team,Date,Opponent,Result,Team Score,Opponent Score
FLA,2016-12-01,Detroit Red Wings,W,2,1
FLA,2016-12-03,Ottawa Senators,L,0,2
FLA,2016-12-05,Boston Bruins,L,3,4
FLA,2016-12-06,Philadelphia Flyers,L,2,3
FLA,2016-12-08,Pittsburgh Penguins,L,1,5
FLA,2016-12-10,Vancouver Canucks,W,4,2
FLA,2016-12-13,Minnesota Wild,L,1,5
FLA,2016-12-15,Winnipeg Jets,L,3,4
FLA,2016-12-16,Colorado Avalanche,W,3,1
FLA,2016-12-20,Buffalo Sabres,W,4,3
FLA,2016-12-22,Boston Bruins,L,1,3
FLA,2016-12-23,Detroit Red Wings,L,3,4
FLA,2016-12-28,Toronto Maple Leafs,L,2,3
FLA,2016-12-29,Montreal Canadiens,L,2,3
FLA,2016-12-31,Dallas Stars,W,3,1
FLA,2017-01-04,Winnipeg Jets,L,1,4
FLA,2017-01-06,Nashville Predators,W,2,1
FLA,2017-01-07,Boston Bruins,L,0,4
FLA,2017-01-09,New Jersey Devils,W,3,0
FLA,2017-01-11,New York Islanders,W,2,1
FLA,2017-01-13,New York Islanders,L,2,5
FLA,2017-01-14,Columbus Blue Jackets,W,4,3
FLA,2017-01-17,Calgary Flames,L,2,5
FLA,2017-01-18,Edmonton Oilers,L,3,4
FLA,2017-01-20,Vancouver Canucks,L,1,2
FLA,2017-01-23,Arizona Coyotes,L,2,3
FLA,2017-01-26,Tampa Bay Lightning,W,2,1
FLA,2017-01-31,Ottawa Senators,W,6,5
FLA,2017-02-03,Anaheim Ducks,W,2,1
FLA,2017-02-09,Los Angeles Kings,L,3,6
FLA,2017-02-11,Nashville Predators,W,7,4
FLA,2017-02-15,San Jose Sharks,W,6,5
FLA,2017-02-17,Anaheim Ducks,W,4,1
FLA,2017-02-18,Los Angeles Kings,W,3,2
FLA,2017-02-20,St. Louis Blues,W,2,1
FLA,2017-02-22,Edmonton Oilers,L,3,4
FLA,2017-02-24,Calgary Flames,L,2,4
FLA,2017-02-26,Ottawa Senators,L,1,2
FLA,2017-02-28,Carolina Hurricanes,W,3,2
FLA,2017-03-02,Philadelphia Flyers,L,1,2
FLA,2017-03-04,Dallas Stars,L,1,2
FLA,2017-03-07,New York Rangers,L,2,5
FLA,2017-03-10,Minnesota Wild,L,4,7
FLA,2017-03-11,Tampa Bay Lightning,L,2,3
FLA,2017-03-14,Toronto Maple Leafs,W,7,2
FLA,2017-03-16,Columbus Blue Jackets,L,1,2
FLA,2017-03-17,New York Rangers,W,4,3
FLA,2017-03-19,Pittsburgh Penguins,L,0,4
FLA,2017-03-21,Carolina Hurricanes,L,3,4
FLA,2017-03-23,Arizona Coyotes,W,3,1
FLA,2017-03-25,Chicago Blackhawks,W,7,0
FLA,2017-03-27,Buffalo Sabres,L,2,4
FLA,2017-03-28,Toronto Maple Leafs,L,2,3
FLA,2017-03-30,Montreal Canadiens,L,2,6
FLA,2017-04-01,Boston Bruins,L,2,5
FLA,2017-04-03,Montreal Canadiens,L,1,4
FLA,2017-04-06,St. Louis Blues,L,3,6
FLA,2017-04-08,Buffalo Sabres,W,3,0
FLA,2017-04-09,Washington Capitals,W,2,0
FLA,2017-10-06,Tampa Bay Lightning,L,3,5
FLA,2017-10-07,Tampa Bay Lightning,W,5,4
FLA,2017-10-12,St. Louis Blues,W,5,2
FLA,2017-10-14,Pittsburgh Penguins,L,3,4
FLA,2017-10-17,Philadelphia Flyers,L,1,5
FLA,2017-10-20,Pittsburgh Penguins,L,3,4
FLA,2017-10-21,Washington Capitals,W,4,1
FLA,2017-10-24,Montreal Canadiens,L,1,5
FLA,2017-10-26,Anaheim Ducks,W,8,3
FLA,2017-10-28,Detroit Red Wings,L,2,3
FLA,2017-10-30,Tampa Bay Lightning,L,5,8
FLA,2017-11-02,Columbus Blue Jackets,L,3,7
FLA,2017-11-04,New York Rangers,L,4,5
FLA,2017-11-07,Carolina Hurricanes,L,1,3
FLA,2017-11-10,Buffalo Sabres,W,4,1
FLA,2017-11-11,New Jersey Devils,L,1,2
FLA,2017-11-14,Dallas Stars,W,4,3
FLA,2017-11-16,San Jose Sharks,W,2,0
FLA,2017-11-18,Los Angeles Kings,L,0,4
FLA,2017-11-19,Anaheim Ducks,L,2,3
FLA,2017-11-22,Toronto Maple Leafs,W,2,1
FLA,2017-11-25,Chicago Blackhawks,L,1,4
FLA,2017-11-27,New Jersey Devils,W,3,2
FLA,2017-11-28,New York Rangers,W,5,4
FLA,2017-12-01,San Jose Sharks,L,1,2
